0,Alfalfa Honey
1,All-Purpose
2,Allspice
3,Almond
4,Almond Extract
5,Almond Flavoring
6,Almonds
7,Alum
8,American Cheese
9,Anchovies
10,Angel
11,Apple
12,Apple Cider Vinegar
13,Apple Jelly
14,Apple Juice
15,Apple Pie Spice
16,Apple Vinegar
17,Apples
18,Applesauce
19,Apricot Jello
20,Apricot Nectar
21,Apricot Preserves
22,Arborio
23,Armour Dried Beef
24,Artichokes
25,Baby Food
26,Bacon
27,Bacon Bits
28,Bacon Drippings
29,Bacon Fat
30,Baking Chocolate
31,Baking Potatoes
32,Baking Powder
33,Baking Soda
34,Bamboo Shoots
35,Banana
36,Bananas
37,Barbecue Sauce
38,Basil
39,Bay Leaf
40,Bay Leaves
41,Bean Sprouts
42,Beans
43,Beef
44,Beef Bouillon
45,Beef Brisket
46,Beef Consomme
47,Beef For Stew
48,Beef Hash
49,Beef Stock
50,Beer
51,Bell Pepper
52,Bell Peppers
53,Biscuit Mix
54,Bisquick
55,Bite Size Shredded Rice Biscuits
56,Black Cherry
57,Black Coffee
58,Black Olives
59,Black Pepper
60,Black Walnuts
61,Blueberries
62,Boiling Water
63,Borden Milk
64,Boyardee
65,Brandy
66,Bread
67,Bread Crumbs
68,Breadcrumbs
69,Broccoli
70,Broccoli Florets
71,Broccoli Flowerets
72,Broccoli Heads
73,Brown Rice
74,Brown Sugar
75,Butter
76,Butter Beans
77,Buttered Bread Crumbs
78,Buttered Toast
79,Buttermilk
80,Butternut Flavor
81,Butternut Flavoring
82,Butterscotch Pudding
83,Cabbage
84,Cake Flour
85,Cake Mix
86,Cake Yeast
87,Campbell'S Chunky
88,Campbell'S Cream
89,Candied Cherries
90,Candied Fruit
91,Cans Great Northern White Beans
92,Caramel Sauce
93,Caramel Topping
94,Caraway
95,Caraway Seed
96,Carrot
97,Carrot Chunks
98,Carrots
99,Cashews
100,Catsup
101,Cauliflower
102,Cayenne
103,Cayenne Pepper
104,Cayenne Red Pepper
105,Celery
106,Celery Salt
107,Celery Stalks
108,Cereal
109,Cheddar Cheese
110,Cheese
111,Cheez Whiz
112,Cherries
113,Cherry Juice
114,Cherry Pie Filling
115,Cherry Pie Mix
116,Chicken
117,Chicken Bouillon
118,Chicken Breasts
119,Chicken Broth
120,Chicken Cutlets
121,Chicken Gravy
122,Chicken Soup
123,Chicken Stock
124,Chickpeas
125,Chili Powder
126,Chili Sauce
127,Chilies
128,Chinese Noodles
129,Chives
130,Choco-Bake
131,Chocolate
132,Chocolate Cake
133,Chocolate Cake Mix
134,Chocolate Chips
135,Chocolate Fudge Cake
136,Chocolate Fudge Pudding
137,Chocolate Pudding
138,Chocolate Syrup
139,Chocolate Wafers
140,Chop Suey Vegetables
141,Chuck Roast
142,Chunk White Chicken
143,Chunky Spaghetti Sauce
144,Cider Vinegar
145,Cinnamon
146,Clams
147,Cleaned Strawberries
148,Clove Garlic
149,Cloves
150,Club Soda
151,Clump
152,Coarse Black Pepper
153,Cocoa
154,Coconut
155,Coconut Flavoring
156,Cold Milk
157,Cold Water
158,Commerical Sour Cream
159,Condensed Cream
160,Condensed Milk
161,Confectioners Sugar
162,Consomme
163,Containers
164,Cooking Apples
165,Cooking Oats
166,Cooking Oil
167,Cool Whip
168,Corn
169,Corn Bread
170,Corn Flake Crumbs
171,Corn Flakes
172,Corn Meal
173,Corn Muffin
174,Corn Syrup
175,Corn Tortilla
176,Corn Tortillas
177,Cornbread Mix
178,Corned Beef
179,Cornflake Crumbs
180,Cornflakes
181,Cornmeal
182,Cornstarch
183,Cottage Cheese
184,Crab
185,Crabmeat
186,Cracker Crumbs
187,Crackers
188,Cranberries
189,Cranberry Juice
190,Cranberry Sauce
191,Cream
192,Cream Cheese
193,Cream Of Celery Soup
194,Cream Of Chicken
195,Cream Of Chicken Soup
196,Cream Of Mushroom Soup
197,Cream Of Shrimp Soup
198,Cream Of Tartar
199,Cream-Style
200,Cream-Style Corn
201,Crescent Rolls
202,Crisco
203,Crisco Oil
204,Crisp Fried Bacon
205,Croquette Sauce
206,Croutons
207,Crunchy Peanut Butter
208,Crushed Ice
209,Crust
210,Cucumbers
211,Currant Jelly
212,Curry Powder
213,Dark Sweet Pitted Cherries
214,Dates
215,Deli Beef
216,Deluxe White Cake Mix
217,Dill
218,Dill Weed
219,Dinner Rolls
220,Dream Whip
221,Dressing
222,Drops Red Pepper Sauce
223,Dry Mustard
224,Duncan
225,Egg
226,Egg Noodles
227,Egg White
228,Egg Whites
229,Egg Yolk
230,Egg Yolks
231,Eggplant
232,Eggs
233,English Peas
234,Extra Lean Ground Beef
235,Faux Crabmeat
236,Flaked Coconut
237,Flavor Gelatin
238,Flavored Gelatin
239,Flax Seed
240,Flounder
241,Flour
242,Floured Blueberries
243,Frango
244,Frankfurters
245,Fresh Apples
246,Fresh Blackberries
247,Fresh Blueberries
248,Fresh Broccoli
249,Fresh Cranberries
250,Fresh Dill
